text,target,prompt
"Hi, I checked my transactions and saw that I was charged twice during a restaurant visit. I would like to get my money back.",transaction_charged_twice,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
Hi, I checked my transactions and saw that I was charged twice during a restaurant visit. I would like to get my money back.

### Response:
transaction_charged_twice"
I have noticed that my account was double charged for a couple of items this week. Please review and refund the double charged items back.,transaction_charged_twice,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
I have noticed that my account was double charged for a couple of items this week. Please review and refund the double charged items back.

### Response:
transaction_charged_twice"
I have been double charged,transaction_charged_twice,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
I have been double charged

### Response:
transaction_charged_twice"
I was charged twice for a few things this week when I only bought one. What do I do?,transaction_charged_twice,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
I was charged twice for a few things this week when I only bought one. What do I do?

### Response:
transaction_charged_twice"
Why does my statement show various transaction times?,transaction_charged_twice,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
Why does my statement show various transaction times?

### Response:
transaction_charged_twice"
I have been charged twice for the same thing!,transaction_charged_twice,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
I have been charged twice for the same thing!

### Response:
transaction_charged_twice"
There is a payment that I was charged two times for.,transaction_charged_twice,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
There is a payment that I was charged two times for.

### Response:
transaction_charged_twice"
Why have I been charged twice?,transaction_charged_twice,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
Why have I been charged twice?

### Response:
transaction_charged_twice"
Why was I double charged?,transaction_charged_twice,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
Why was I double charged?

### Response:
transaction_charged_twice"
"Looks like my card payment was made twice by mistake. I went to pay at the store earlier which rejected once, second time it worked. App is on pending for one of the payments. Can you please remove one of them as it's wrong and clearly was declined?",transaction_charged_twice,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
Looks like my card payment was made twice by mistake. I went to pay at the store earlier which rejected once, second time it worked. App is on pending for one of the payments. Can you please remove one of them as it's wrong and clearly was declined?

### Response:
transaction_charged_twice"
I made a payment and it appears it is showing twice,transaction_charged_twice,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
I made a payment and it appears it is showing twice

### Response:
transaction_charged_twice"
How do I get my money back for a duplicated charge?,transaction_charged_twice,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
How do I get my money back for a duplicated charge?

### Response:
transaction_charged_twice"
I have a transaction that shows multiple times.,transaction_charged_twice,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
I have a transaction that shows multiple times.

### Response:
transaction_charged_twice"
Why was I charged twice for my item!,transaction_charged_twice,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
Why was I charged twice for my item!

### Response:
transaction_charged_twice"
I have two of the same charges on my account!,transaction_charged_twice,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
I have two of the same charges on my account!

### Response:
transaction_charged_twice"
I have been charged twice for the same transaction.,transaction_charged_twice,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
I have been charged twice for the same transaction.

### Response:
transaction_charged_twice"
"My transaction history is looking a little off. I have been charged twice for multiple different purchases, and would like to have those duplicate charges refunded.",transaction_charged_twice,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
My transaction history is looking a little off. I have been charged twice for multiple different purchases, and would like to have those duplicate charges refunded.

### Response:
transaction_charged_twice"
I was charged multiple times at the same location at the same time,transaction_charged_twice,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
I was charged multiple times at the same location at the same time

### Response:
transaction_charged_twice"
Hi. Please can you help me fix a double charge on my card? I'm looking at my transactions and this restaurant I went to earlier in the week has charged me twice! Please remove the additional charge for me.,transaction_charged_twice,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
Hi. Please can you help me fix a double charge on my card? I'm looking at my transactions and this restaurant I went to earlier in the week has charged me twice! Please remove the additional charge for me.

### Response:
transaction_charged_twice"
There is a duplicate payment on my card. Why?,transaction_charged_twice,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
There is a duplicate payment on my card. Why?

### Response:
transaction_charged_twice"
"I went for a meal in Seattle and paid the bill but I think they charged me twice, the first time they swiped the card I got a notification to say the money had gone out the account but then I added a tip and I think they swiped it all again. Can you refund one of the charges?",transaction_charged_twice,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
I went for a meal in Seattle and paid the bill but I think they charged me twice, the first time they swiped the card I got a notification to say the money had gone out the account but then I added a tip and I think they swiped it all again. Can you refund one of the charges?

### Response:
transaction_charged_twice"
Who should I talk to or go to resolve a duplicate charge on my statement?,transaction_charged_twice,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
Who should I talk to or go to resolve a duplicate charge on my statement?

### Response:
transaction_charged_twice"
"I had a duplicate card and bought something and it showed up twice. I canceled my card, how do I get my money back?",transaction_charged_twice,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
I had a duplicate card and bought something and it showed up twice. I canceled my card, how do I get my money back?

### Response:
transaction_charged_twice"
How come there is a duplicate charge on my card?,transaction_charged_twice,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
How come there is a duplicate charge on my card?

### Response:
transaction_charged_twice"
A payment is showing twice. Why is that?,transaction_charged_twice,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
A payment is showing twice. Why is that?

### Response:
transaction_charged_twice"
Hello. I checked my transactions and saw I was double charged for a restaurant visit. Can I get my money back?,transaction_charged_twice,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
Hello. I checked my transactions and saw I was double charged for a restaurant visit. Can I get my money back?

### Response:
transaction_charged_twice"
Is there a reason to why I was charged twice for a transaction?,transaction_charged_twice,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
Is there a reason to why I was charged twice for a transaction?

### Response:
transaction_charged_twice"
How can I fix this?  There is a double charge on my account.,transaction_charged_twice,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
How can I fix this?  There is a double charge on my account.

### Response:
transaction_charged_twice"
"I went to the store and tried to make a purchase.  The first time, it was declined, but the second one went through.  But my App shows me that I've already been charged once and the second charge is still pending.  Can you make sure that I'm not charged twice?",transaction_charged_twice,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
I went to the store and tried to make a purchase.  The first time, it was declined, but the second one went through.  But my App shows me that I've already been charged once and the second charge is still pending.  Can you make sure that I'm not charged twice?

### Response:
transaction_charged_twice"
"In reviewing my statement, I show I have two charges for the same purchase at the same time, which I have not made in duplicate? How do I get this solved?",transaction_charged_twice,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
In reviewing my statement, I show I have two charges for the same purchase at the same time, which I have not made in duplicate? How do I get this solved?

### Response:
transaction_charged_twice"
I've got a repeated tranasaction on my card.,transaction_charged_twice,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
I've got a repeated tranasaction on my card.

### Response:
transaction_charged_twice"
I was charged more than once in a single transaction,transaction_charged_twice,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
I was charged more than once in a single transaction

### Response:
transaction_charged_twice"
After taking over my card transactions I noticed that was charged twice for a restaurant purchased from earlier this week. Can you please remove one of these transactions from my account since it is not accurate?,transaction_charged_twice,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
After taking over my card transactions I noticed that was charged twice for a restaurant purchased from earlier this week. Can you please remove one of these transactions from my account since it is not accurate?

### Response:
transaction_charged_twice"
I have a duplicate charge,transaction_charged_twice,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
I have a duplicate charge

### Response:
transaction_charged_twice"
How can I tell the source for my available funds?,verify_source_of_funds,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
How can I tell the source for my available funds?

### Response:
verify_source_of_funds"
need to know where money comes from,verify_source_of_funds,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
need to know where money comes from

### Response:
verify_source_of_funds"
I would like to know where the funds are at.,verify_source_of_funds,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
I would like to know where the funds are at.

### Response:
verify_source_of_funds"
Is there a way to see my money's source?,verify_source_of_funds,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
Is there a way to see my money's source?

### Response:
verify_source_of_funds"
My source of funds need verification.,verify_source_of_funds,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
My source of funds need verification.

### Response:
verify_source_of_funds"
How do I verify my source of funds?,verify_source_of_funds,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
How do I verify my source of funds?

### Response:
verify_source_of_funds"
Please verify my source of funds.,verify_source_of_funds,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
Please verify my source of funds.

### Response:
verify_source_of_funds"
Can you tell me how to tell where my funds come from?,verify_source_of_funds,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
Can you tell me how to tell where my funds come from?

### Response:
verify_source_of_funds"
I need to verify the source of funds.,verify_source_of_funds,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
I need to verify the source of funds.

### Response:
verify_source_of_funds"
What source do my fund come from?,verify_source_of_funds,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
What source do my fund come from?

### Response:
verify_source_of_funds"
Where did my deposit for my source of funds come from?,verify_source_of_funds,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
Where did my deposit for my source of funds come from?

### Response:
verify_source_of_funds"
What do I need to do to verify my funds?,verify_source_of_funds,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
What do I need to do to verify my funds?

### Response:
verify_source_of_funds"
I require verification of my source of funds.,verify_source_of_funds,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
I require verification of my source of funds.

### Response:
verify_source_of_funds"
What is the source of the money in my account?,verify_source_of_funds,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
What is the source of the money in my account?

### Response:
verify_source_of_funds"
How will I know where my funds are coming from?,verify_source_of_funds,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
How will I know where my funds are coming from?

### Response:
verify_source_of_funds"
where exactly does money come from,verify_source_of_funds,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
where exactly does money come from

### Response:
verify_source_of_funds"
where can I get the info for my funds,verify_source_of_funds,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
where can I get the info for my funds

### Response:
verify_source_of_funds"
Where can I see where funds came from?,verify_source_of_funds,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
Where can I see where funds came from?

### Response:
verify_source_of_funds"
I need to verify my funds.,verify_source_of_funds,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
I need to verify my funds.

### Response:
verify_source_of_funds"
How do I find out where my funds came from?,verify_source_of_funds,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
How do I find out where my funds came from?

### Response:
verify_source_of_funds"
How can I find out where the funds are flow?,verify_source_of_funds,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
How can I find out where the funds are flow?

### Response:
verify_source_of_funds"
Where can I find out where my funds came from?,verify_source_of_funds,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
Where can I find out where my funds came from?

### Response:
verify_source_of_funds"
Can you tell me where my readily available cash has come from?,verify_source_of_funds,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
Can you tell me where my readily available cash has come from?

### Response:
verify_source_of_funds"
Where do my available funds come from?,verify_source_of_funds,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
Where do my available funds come from?

### Response:
verify_source_of_funds"
Can I see my available money?,verify_source_of_funds,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
Can I see my available money?

### Response:
verify_source_of_funds"
Where do my funds originate from?,verify_source_of_funds,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
Where do my funds originate from?

### Response:
verify_source_of_funds"
How can I check to see where my funds come from?,verify_source_of_funds,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
How can I check to see where my funds come from?

### Response:
verify_source_of_funds"
I require verification for my source of funds.,verify_source_of_funds,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
I require verification for my source of funds.

### Response:
verify_source_of_funds"
where are the transfers originating,verify_source_of_funds,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
where are the transfers originating

### Response:
verify_source_of_funds"
is there a way i can see source of money?,verify_source_of_funds,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
is there a way i can see source of money?

### Response:
verify_source_of_funds"
How can I receive verification for the source of my funds?,verify_source_of_funds,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
How can I receive verification for the source of my funds?

### Response:
verify_source_of_funds"
where to i get my funds from?,verify_source_of_funds,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
where to i get my funds from?

### Response:
verify_source_of_funds"
I need to know where do my funds come from,verify_source_of_funds,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
I need to know where do my funds come from

### Response:
verify_source_of_funds"
Where can I check to see where the money in my account came from?,verify_source_of_funds,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
Where can I check to see where the money in my account came from?

### Response:
verify_source_of_funds"
Can I see where my money came from?,verify_source_of_funds,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
Can I see where my money came from?

### Response:
verify_source_of_funds"
Can you tell me how I would go about learning where my funds came from?,verify_source_of_funds,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
Can you tell me how I would go about learning where my funds came from?

### Response:
verify_source_of_funds"
My funds must be verified,verify_source_of_funds,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
My funds must be verified

### Response:
verify_source_of_funds"
How do I know where my funds come from?,verify_source_of_funds,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
How do I know where my funds come from?

### Response:
verify_source_of_funds"
Where do I go to see the source of my available money?,verify_source_of_funds,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
Where do I go to see the source of my available money?

### Response:
verify_source_of_funds"
What do I need to see my source of money?,verify_source_of_funds,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
What do I need to see my source of money?

### Response:
verify_source_of_funds"
Show me how to look at the source of my current funds?,verify_source_of_funds,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
Show me how to look at the source of my current funds?

### Response:
verify_source_of_funds"
I would like to know how to work out where my funds came from?,verify_source_of_funds,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
I would like to know how to work out where my funds came from?

### Response:
verify_source_of_funds"
What is the source of funds for my money?,verify_source_of_funds,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
What is the source of funds for my money?

### Response:
verify_source_of_funds"
I need to know where my funds come from.,verify_source_of_funds,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
I need to know where my funds come from.

### Response:
verify_source_of_funds"
where can I see who sent me funds,verify_source_of_funds,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
where can I see who sent me funds

### Response:
verify_source_of_funds"
"I need to know this, where do my funds come from?",verify_source_of_funds,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
I need to know this, where do my funds come from?

### Response:
verify_source_of_funds"
Where can I check out the source of available funds in my account?,verify_source_of_funds,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
Where can I check out the source of available funds in my account?

### Response:
verify_source_of_funds"
Can I track history on funds?,verify_source_of_funds,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
Can I track history on funds?

### Response:
verify_source_of_funds"
Where can I see where my funds came from?,verify_source_of_funds,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
Where can I see where my funds came from?

### Response:
verify_source_of_funds"
I have to verify my source of funds.,verify_source_of_funds,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
I have to verify my source of funds.

### Response:
verify_source_of_funds"
"How long does it take to transfer from china? Is there a way to transfer it quickly, I need it urgently?",transfer_timing,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
How long does it take to transfer from china? Is there a way to transfer it quickly, I need it urgently?

### Response:
transfer_timing"
When can I use money sent to my account?,transfer_timing,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
When can I use money sent to my account?

### Response:
transfer_timing"
How long will I have to wait for my money to be in my account?,transfer_timing,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
How long will I have to wait for my money to be in my account?

### Response:
transfer_timing"
"I have been waiting for my transfer, shouldn't it be here already?",transfer_timing,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
I have been waiting for my transfer, shouldn't it be here already?

### Response:
transfer_timing"
how long does it take for a transfer from Europe to go through?,transfer_timing,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
how long does it take for a transfer from Europe to go through?

### Response:
transfer_timing"
I need to transfer something to China. It is urgent. How many days will it take to get there?,transfer_timing,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
I need to transfer something to China. It is urgent. How many days will it take to get there?

### Response:
transfer_timing"
"If I need to transfer something quick from China, how long does that take?",transfer_timing,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
If I need to transfer something quick from China, how long does that take?

### Response:
transfer_timing"
What is the time frame for european transfers?,transfer_timing,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
What is the time frame for european transfers?

### Response:
transfer_timing"
"I need some money transferred ASAP, how long does the process take?",transfer_timing,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
I need some money transferred ASAP, how long does the process take?

### Response:
transfer_timing"
I need to transfer funds from China and quick expedition is crucial. Approximately how long does it take for a transfer from China to go through?,transfer_timing,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
I need to transfer funds from China and quick expedition is crucial. Approximately how long does it take for a transfer from China to go through?

### Response:
transfer_timing"
How long will it take to transfer something from China?,transfer_timing,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
How long will it take to transfer something from China?

### Response:
transfer_timing"
How long will a transfer from the US take?,transfer_timing,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
How long will a transfer from the US take?

### Response:
transfer_timing"
When can I expect the transfer to be complete?,transfer_timing,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
When can I expect the transfer to be complete?

### Response:
transfer_timing"
How long does it take to get my money,transfer_timing,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
How long does it take to get my money

### Response:
transfer_timing"
how long does a US transfer take,transfer_timing,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
how long does a US transfer take

### Response:
transfer_timing"
How long does it take for the money to show up in my account?,transfer_timing,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
How long does it take for the money to show up in my account?

### Response:
transfer_timing"
When will the money show in my account?,transfer_timing,"Below is an instruction that describes a task, paired with an input that provides further context. Write a response that appropriately completes the request.

### Instruction:
Categorize the following banking query into its corresponding intent.

### Input:
When will the money show in my account?

### Response:
transfer_timing"
